country,year,pop,gdp
Dominica,1990,70926,323.5388644
Dominican Republic,1990,7183647,18541.95727
Ecuador,1990,10218091,38020.86912
Egypt,1990,57412215,89567.84076
El Salvador,1990,5254984,11329.5542
Equatorial Guinea,1990,426846,216.7932819
Eritrea,1990,3113311,
Estonia,1990,1569174,
Ethiopia,1990,48086516,9964.477335
European Union (28),1990,473225307,11594644.15
Fiji,1990,728628,2132.221729
Finland,1990,4986431,167119.8512
France,1990,58512808,1907283.793
Gabon,1990,952212,10585.81483
Gambia,1990,916808,472.7755718
Georgia,1990,4802000,16925.98757
Germany,1990,79433029,2568633.883
Ghana,1990,14628260,12047.56684
Greece,1990,10196792,197653.9498
Grenada,1990,96283,459.4409197
Guatemala,1990,9263813,19885.65334
Guinea,1990,6041094,2494.05485
Guinea-Bissau,1990,1012280,620.5946517
Guyana,1990,743309,1093.685068
Haiti,1990,7099732,
Honduras,1990,4955328,7649.634779
Hungary,1990,10373988,
Iceland,1990,254826,7966.551133
India,1990,870133480,466533.1908
Indonesia,1990,181436821,309821.1377
Iran,1990,56226185,205513.6329
Iraq,1990,17469005,71262.08903
Ireland,1990,3513974,82615.51453
Israel,1990,4660000,95386.73952
Italy,1990,56719240,1749180.459
Jamaica,1990,2424242,10343.67043
Japan,1990,123537000,4682813.745
Jordan,1990,3560582,8689.225176
Kazakhstan,1990,16348000,96294.23276
Kenya,1990,23402507,21765.57246
Kiribati,1990,72412,122.4585692
Korea (North),1990,20293054,
Korea (South),1990,42869283,362885.782
Kuwait,1990,2099615,
Kyrgyzstan,1990,4391200,4812.459356
Laos,1990,4258472,1967.420993
Latvia,1990,2663151,
Lebanon,1990,2703016,11436.22348
Lesotho,1990,1603938,1093.594572
Liberia,1990,2097232,858.9568468
Libya,1990,4436661,
Liechtenstein,1990,28747,
Lithuania,1990,3697838,
Luxembourg,1990,381850,25172.2814
"Macedonia, FYR",1990,1996228,7693.306832
Madagascar,1990,11598633,5711.154233
Malawi,1990,9437553,3119.971218
Malaysia,1990,18038321,81800.0909
Maldives,1990,218000,
Mali,1990,8465188,4073.912797
Malta,1990,354170,4259.391258
Marshall Islands,1990,47298,124.2716933
Mauritania,1990,2030140,2067.231735
Mauritius,1990,1058775,3925.786063
Mexico,1990,85357874,619521.5668
Micronesia,1990,96331,226.3920912
Moldova,1990,3696000,
Mongolia,1990,2184145,3846.754164
Montenegro,1990,606372,
Morocco,1990,24879136,43185.38508
Mozambique,1990,13247649,2290.662466
Myanmar,1990,40626250,8011.89647
Namibia,1990,1414692,4964.658201
Nauru,1990,9157,
Nepal,1990,18749406,6697.408396
Netherlands,1990,14951510,530528.9072
New Zealand,1990,3329800,84038.51547
Nicaragua,1990,4144565,4716.711711
Niger,1990,8012861,3064.806712
Nigeria,1990,95269988,130942.5738
Niue,1990,,
Norway,1990,4241473,255700.7091
Oman,1990,1812160,27006.90819
Pakistan,1990,107678614,79876.15198
Palau,1990,15088,
Panama,1990,2471009,9941.364608
Papua New Guinea,1990,4313059,4375.302396
Paraguay,1990,4213742,11255.42781
Peru,1990,21826658,58494.02019
Philippines,1990,61947348,94520.03651
Poland,1990,38110782,226662.3407
Portugal,1990,9983218,166592.603
Qatar,1990,476445,
Romania,1990,23201835,124033.63
Russian Federation,1990,148292000,1413889.425
Rwanda,1990,7235798,2606.050686
Saint Kitts & Nevis,1990,40834,374.4103043
Saint Lucia,1990,138185,834.0039579
Saint Vincent & Grenadines,1990,107505,376.7527783
Samoa,1990,162866,380.0967671
Sao Tome & Principe,1990,113893,
Saudi Arabia,1990,16326815,293927.3847
Senegal,1990,7555617,6392.80582
Serbia,1990,7586000,
Seychelles,1990,69507,524.2606784
Sierra Leone,1990,4312246,1794.887453
Singapore,1990,3047132,67580.78475
Slovakia,1990,5299187,
Slovenia,1990,1998161,
Solomon Islands,1990,311840,398.9812755
Somalia,1990,7397347,
South Africa,1990,36793490,222923.0181
Spain,1990,38867322,873145.2368
Sri Lanka,1990,17078000,20611.84439
Sudan,1990,20147590,19818.83608
Suriname,1990,407472,2510.412978
Swaziland,1990,861373,2342.960057
Sweden,1990,8558835,321068.2604
Switzerland,1990,6715519,428996.3662
Syria,1990,12446171,
Tajikistan,1990,5283728,6750.421655
Tanzania,1990,25459604,12233.33453
Thailand,1990,56582821,141610.5457
Togo,1990,3786940,2064.662775
Tonga,1990,95153,242.0838894
Trinidad & Tobago,1990,1221900,7992.098767
Tunisia,1990,8232797,18338.31291
Turkey,1990,53921699,365287.5937
Turkmenistan,1990,3683966,13679.87789
Tuvalu,1990,9003,21.44196696
Uganda,1990,17438907,5268.748969
Ukraine,1990,51892000,205771.6402
United Arab Emirates,1990,1860174,125760.6291
United Kingdom,1990,57247586,1638922.094
United States of America,1990,249623000,9064413.766
Uruguay,1990,3109989,21388.28746
Uzbekistan,1990,20510000,20458.47097
Vanuatu,1990,146634,376.0654725
Venezuela,1990,19861956,234979.5058
Vietnam,1990,66016700,29458.48179
World,1990,5284886348,37858251.63
Yemen,1990,12057039,11726.46903
Zambia,1990,8027253,8388.243439
Zimbabwe,1990,10183113,12901.26899
Afghanistan,1991,12993657,
Albania,1991,3266790,4349.684961
Algeria,1991,26554329,90885.87192
Andorra,1991,56671,2000.020334
Angola,1991,12553446,31634.25786
Antigua & Barbuda,1991,67307,706.9773553
Argentina,1991,33193918,219037.458
Armenia,1991,3505251,5613.988348
Australia,1991,17284000,609098.2286
Austria,1991,7754891,268338.3093
Azerbaijan,1991,7271000,22169.3953
Bahamas,1991,261116,5710.313765
Bahrain,1991,509765,9893.235512
Bangladesh,1991,108727432,43899.11372
Barbados,1991,261275,3449.019426
Belarus,1991,10194000,31236.79907
Belgium,1991,10004486,336600.7329
Belize,1991,191126,590.4322572
Benin,1991,5149499,3161.819648
Bhutan,1991,537284,422.3011695
Bolivia,1991,6992521,9802.873592
Bosnia & Herzegovina,1991,4371603,
Botswana,1991,1416731,5715.462428
Brazil,1991,151976577,1210766.457
Brunei,1991,266274,9895.418335
Bulgaria,1991,8632367,33227.59103
Burkina Faso,1991,9050084,3187.508913
Burundi,1991,5542048,1871.595893
Cambodia,1991,9286976,
Cameroon,1991,12060729,14320.43285
Canada,1991,28171682,992517.126
Cape Verde,1991,349934,326.5070513
Central African Republic,1991,3014624,1370.234268
Chad,1991,6150081,3343.422875
Chile,1991,13457244,84907.91107
China,1991,1150780000,906662.0674
Colombia,1991,34916766,151422.2362
Comoros,1991,423872,339.2522082
Congo,1991,2507772,6779.808039
"Congo, Dem. Republic",1991,35914825,21185.75783
Cook Islands,1991,,
Costa Rica,1991,3175649,15597.23761
Cote d'Ivoire,1991,12710008,17771.39044
Croatia,1991,4510000,
Cuba,1991,10663585,39937.58407
Cyprus,1991,783129,12359.60227
Czech Republic,1991,10308578,127391.0177
Denmark,1991,5154298,232319.8037
Djibouti,1991,606844,882.1879317
Dominica,1991,70842,325.5057571
Dominican Republic,1991,7325622,18717.0191
Ecuador,1991,10460990,39652.4748
Egypt,1991,58752390,90534.132
El Salvador,1991,5326657,11734.74582
Equatorial Guinea,1991,440624,214.5771367
Eritrea,1991,3127297,
Estonia,1991,1561314,
Ethiopia,1991,49821083,9253.264787
European Union (28),1991,474466406,11851262
Fiji,1991,735473,2074.651682
Finland,1991,5013740,157235.6714
France,1991,58559312,1927102.481
Gabon,1991,978223,11232.87313
Gambia,1991,949493,487.4648944
Georgia,1991,4835900,13354.60409
Germany,1991,80013896,2699846.419
Ghana,1991,15039514,12683.89839
Greece,1991,10319927,203781.2222
Grenada,1991,96454,465.8067011
Guatemala,1991,9483270,20613.12
Guinea,1991,6374329,2559.235054
Guinea-Bissau,1991,1037155,652.2449791
Guyana,1991,744289,1159.137853
Haiti,1991,7243391,
Honduras,1991,5099951,7898.403489
Hungary,1991,10373400,91427.13006
Iceland,1991,257797,7948.74386
India,1991,888054875,471463.6602
Indonesia,1991,184615979,331235.9216
Iran,1991,57375584,231647.0515
Iraq,1991,17942715,25620.78264
Ireland,1991,3534235,84209.69617
Israel,1991,4949000,102730.9261
Italy,1991,56758521,1776090.683
Jamaica,1991,2443689,10844.1219
Japan,1991,123921000,4838486.432
Jordan,1991,3753433,8847.707641
Kazakhstan,1991,16450500,85701.86715
Kenya,1991,24179598,22078.63687
Kiribati,1991,73700,122.4585692
Korea (North),1991,20609150,
Korea (South),1991,43295704,400458.7993
Kuwait,1991,2035661,
Kyrgyzstan,1991,4463600,4434.630008
Laos,1991,4380073,2051.952488
Latvia,1991,2650581,
Lebanon,1991,2752462,15804.94195
Lesotho,1991,1634517,1169.781006
Liberia,1991,2060267,736.7684165
Libya,1991,4544293,
Liechtenstein,1991,29108,
Lithuania,1991,3704134,
Luxembourg,1991,387000,27348.22125
"Macedonia, FYR",1991,1993302,7218.570743
Madagascar,1991,11942819,5350.806993
Malawi,1991,9641153,3392.351938
Malaysia,1991,18529454,89608.28984
Maldives,1991,227000,
Mali,1991,8652514,4552.402158
Malta,1991,363845,4525.879735
Marshall Islands,1991,48475,124.3809141
Mauritania,1991,2085202,2104.19564
Mauritius,1991,1070266,4099.912193
Mexico,1991,87071512,645679.3206
Micronesia,1991,98799,243.2070043
Moldova,1991,3704000,
Mongolia,1991,2217918,3512.33487
Montenegro,1991,607105,
Morocco,1991,25336862,46301.68054
Mozambique,1991,13591970,2402.904907
Myanmar,1991,41190156,7959.769717
Namibia,1991,1465740,5370.052951
Nauru,1991,9354,
Nepal,1991,19245054,7123.909436
Netherlands,1991,15069798,543469.2209
New Zealand,1991,3495100,83123.58302
Nicaragua,1991,4236801,4707.716356
Niger,1991,8272976,3141.555702
Nigeria,1991,97726323,130133.5443
Niue,1991,,
Norway,1991,4261732,263588.243
Oman,1991,1893771,28647.329
Pakistan,1991,110730420,83919.13753
Palau,1991,15474,180.0024228
Panama,1991,2523181,10877.74231
Papua New Guinea,1991,4423007,4793.008048
Paraguay,1991,4323410,11648.65308
Peru,1991,22283128,59792.15406
Philippines,1991,63508459,93973.39438
Poland,1991,38246193,210760.6656
Portugal,1991,9960235,173869.7118
Qatar,1991,487491,
Romania,1991,23001155,108010.7043
Russian Federation,1991,148624000,1342531.282
Rwanda,1991,7051759,2540.524678
Saint Kitts & Nevis,1991,41013,366.3666243
Saint Lucia,1991,140156,837.1514891
Saint Vincent & Grenadines,1991,107814,381.0317008
Samoa,1991,164076,371.3545147
Sao Tome & Principe,1991,116294,
Saudi Arabia,1991,16867829,338039.6546
Senegal,1991,7789653,6556.194777
Serbia,1991,7595636,
Seychelles,1991,70439,538.732507
Sierra Leone,1991,4337239,1837.1025
Singapore,1991,3135083,72099.96333
Slovakia,1991,5303294,
Slovenia,1991,1999429,
Solomon Islands,1991,320753,422.9368244
Somalia,1991,7455936,
South Africa,1991,37692367,220653.035
Spain,1991,38966376,895375.5196
Sri Lanka,1991,17306000,21559.98661
Sudan,1991,20893625,21307.41114
Suriname,1991,415216,2580.255426
Swaziland,1991,885623,2384.204975
Sweden,1991,8617375,317388.8988
Switzerland,1991,6799978,425067.5463
Syria,1991,12815219,
Tajikistan,1991,5400714,6271.141779
Tanzania,1991,26315013,12486.80778
Thailand,1991,57258401,153729.9449
Togo,1991,3882271,2050.210807
Tonga,1991,95333,257.6134253
Trinidad & Tobago,1991,1229907,8206.450868
Tunisia,1991,8417684,19054.34065
Turkey,1991,54840531,367918.6837
Turkmenistan,1991,3789185,13049.88351
Tuvalu,1991,9053,22.21584292
Uganda,1991,18040438,5561.380319
Ukraine,1991,52000470,188464.9204
United Arab Emirates,1991,1970026,126842.2735
United Kingdom,1991,57424897,1620582.817
United States of America,1991,252981000,9057698.437
Uruguay,1991,3132050,22145.178
Uzbekistan,1991,20952000,20357.81529
Vanuatu,1991,150778,387.8713769
Venezuela,1991,20332079,257842.7485
Vietnam,1991,67242400,31214.45591
World,1991,5372078249,38396071.41
Yemen,1991,12661614,12464.47364
Zambia,1991,8239732,8385.212483
Zimbabwe,1991,10443043,13614.93908
Afghanistan,1992,13981231,
Albania,1992,3247039,4036.507645
Algeria,1992,27181094,92521.8197
Andorra,1992,58888,2018.604762
Angola,1992,12968345,29451.49407
Antigua & Barbuda,1992,68427,715.1664597
Argentina,1992,33655151,245192.2275
Armenia,1992,3442810,3267.341064
Australia,1992,17495000,611756.7226
Austria,1992,7840709,273956.0382
Azerbaijan,1992,7382000,17159.11187
Bahamas,1992,266134,5491.860988
Bahrain,1992,523087,10555.09281
Bangladesh,1992,111221938,46288.40444
Barbados,1992,262184,3252.424741
Belarus,1992,10216000,28238.06636
Belgium,1992,10045158,341752.9281
Belize,1992,194317,661.4952542
Benin,1992,5331803,3255.33713
Bhutan,1992,531525,441.7307878
Bolivia,1992,7131707,9964.277909
Bosnia & Herzegovina,1992,4239154,
Botswana,1992,1455833,5882.186485
Brazil,1992,154564278,1205113.228
Brunei,1992,273963,10366.29982
Bulgaria,1992,8540164,30811.15172
Burkina Faso,1992,9297113,3194.926589
Burundi,1992,5661139,1890.49898
Cambodia,1992,9621504,
Cameroon,1992,12408931,13876.49897
Canada,1992,28519597,1001280.814
Cape Verde,1992,359090,362.2192408
Central African Republic,1992,3095807,1282.209347
Chad,1992,6349089,3610.944962
Chile,1992,13671033,94389.32935
China,1992,1164970000,1035554.63
Colombia,1992,35558682,159042.829
Comoros,1992,436448,368.1935544
Congo,1992,2577035,6956.893103
"Congo, Dem. Republic",1992,37346147,18961.25144
Cook Islands,1992,,
Costa Rica,1992,3257466,17031.64702
Cote d'Ivoire,1992,13163019,17727.92862
Croatia,1992,4470000,
Cuba,1992,10733363,35312.57105
Cyprus,1992,800609,13521.40474
Czech Republic,1992,10319123,126745.7282
Denmark,1992,5171370,236866.3291
Djibouti,1992,615054,882.0294292
Dominica,1992,70970,332.1700218
Dominican Republic,1992,7468551,20684.77338
Ecuador,1992,10705667,40490.8513
Egypt,1992,60035536,94546.59946
El Salvador,1992,5400331,12619.9373
Equatorial Guinea,1992,455148,289.1326495
Eritrea,1992,3118582,1179.433457
Estonia,1992,1533091,
Ethiopia,1992,51647768,8450.777237
European Union (28),1992,475968473,12017377.08
Fiji,1992,744531,2201.205464
Finland,1992,5041992,152008.1681
France,1992,58851216,1957929.784
Gabon,1992,1004676,10885.76099
Gambia,1992,979718,503.9348169
Georgia,1992,4873500,7358.386868
Germany,1992,80624598,2751786.254
Ghana,1992,15463854,13175.95999
Greece,1992,10399061,205207.6907
Grenada,1992,97198,461.8419816
Guatemala,1992,9708544,21610.45259
Guinea,1992,6758838,2642.946284
Guinea-Bissau,1992,1062800,659.4196737
Guyana,1992,748134,1249.915116
Haiti,1992,7386975,
Honduras,1992,5247836,8342.633065
Hungary,1992,10369341,88625.63791
Iceland,1992,261057,7680.561656
India,1992,906021106,497311.1651
Indonesia,1992,187766086,352757.9972
Iran,1992,58260738,239286.7294
Iraq,1992,18458187,33971.16222
Ireland,1992,3558430,87025.05729
Israel,1992,5123000,108512.4122
Italy,1992,56797087,1790908.172
Jamaica,1992,2465362,11056.18331
Japan,1992,124229000,4878115.081
Jordan,1992,3968198,10499.11772
Kazakhstan,1992,16439095,81159.66819
Kenya,1992,24963953,21902.11951
Kiribati,1992,74769,123.5327672
Korea (North),1992,20937404,
Korea (South),1992,43747962,425189.1552
Kuwait,1992,,43844.94278
Kyrgyzstan,1992,4515400,3818.717158
Laos,1992,4502363,2166.038128
Latvia,1992,2614338,
Lebanon,1992,2821862,16516.15437
Lesotho,1992,1667121,1251.155244
Liberia,1992,2022729,478.2681995
Libya,1992,4651004,
Liechtenstein,1992,29497,
Lithuania,1992,3700114,
Luxembourg,1992,392175,27845.86394
"Macedonia, FYR",1992,1988659,6744.657233
Madagascar,1992,12301336,5414.275712
Malawi,1992,9729717,3143.591512
Malaysia,1992,19012724,97570.09028
Maldives,1992,234000,
Mali,1992,8868263,4405.875697
Malta,1992,367618,4738.185695
Marshall Islands,1992,49378,133.2627076
Mauritania,1992,2141445,2143.630915
Mauritius,1992,1084441,4366.927117
Mexico,1992,88828310,669108.8195
Micronesia,1992,101413,252.9547801
Moldova,1992,3706000,
Mongolia,1992,2243502,3187.216797
Montenegro,1992,608516,
Morocco,1992,25791494,45330.39224
Mozambique,1992,14071231,2277.201007
Myanmar,1992,41711465,8728.758488
Namibia,1992,1513721,5756.124453
Nauru,1992,9544,
Nepal,1992,19773772,7416.446124
Netherlands,1992,15184166,552741.1912
New Zealand,1992,3531700,84045.94792
Nicaragua,1992,4331277,4725.863055
Niger,1992,8549424,2936.837965
Nigeria,1992,100221563,130697.9665
Niue,1992,,
Norway,1992,4286401,273009.9499
Oman,1992,1983277,31057.68192
Pakistan,1992,113747135,90385.86053
Palau,1992,15894,168.4822669
Panama,1992,2576018,11769.89999
Papua New Guinea,1992,4535520,5456.795802
Paraguay,1992,4432736,11846.26409
Peru,1992,22737056,59468.97201
Philippines,1992,65075486,94290.65141
Poland,1992,38363667,216061.2513
Portugal,1992,9952494,175763.9814
Qatar,1992,495517,
Romania,1992,22794284,98541.15912
Russian Federation,1992,148689000,1147447.071
Rwanda,1992,6701851,2689.722712
Saint Kitts & Nevis,1992,41361,382.0371397
Saint Lucia,1992,141925,904.3969853
Saint Vincent & Grenadines,1992,108003,405.3304843
Samoa,1992,165570,370.6118415
Sao Tome & Principe,1992,118816,
Saudi Arabia,1992,17378833,351519.1216
Senegal,1992,8029725,6637.66515
Serbia,1992,7646424,
Seychelles,1992,70763,577.3136562
Sierra Leone,1992,4331332,1487.815862
Singapore,1992,3230698,77210.12101
Slovakia,1992,5305016,40719.11615
Slovenia,1992,1996498,
Solomon Islands,1992,329953,476.6093994
Somalia,1992,7488544,
South Africa,1992,38646788,215937.6878
Spain,1992,39157685,903695.487
Sri Lanka,1992,17524000,22508.62413
Sudan,1992,21701476,22708.98311
Suriname,1992,422763,2575.058065
Swaziland,1992,906034,2461.124362
Sweden,1992,8668067,313711.6541
Switzerland,1992,6875364,424881.6516
Syria,1992,13187085,
Tajikistan,1992,5502976,4452.510597
Tanzania,1992,27219619,12559.77096
Thailand,1992,57837878,166156.5328
Togo,1992,3973327,1968.598335
Tonga,1992,95496,258.2625738
Trinidad & Tobago,1992,1237487,8071.273868
Tunisia,1992,8603225,20541.67081
Turkey,1992,55748875,386445.7255
Turkmenistan,1992,3899843,11096.83969
Tuvalu,1992,9109,22.83541314
Uganda,1992,18652889,5751.488146
Ukraine,1992,52150266,170185.7104
United Arab Emirates,1992,2086639,131085.0777
United Kingdom,1992,57580402,1626414.847
United States of America,1992,256514000,9379735.498
Uruguay,1992,3154855,23901.64237
Uzbekistan,1992,21449000,18077.73998
Vanuatu,1992,155243,397.9250671
Venezuela,1992,20799075,273469.2393
Vietnam,1992,68450100,33913.27258
World,1992,5456141249,39078787.7
Yemen,1992,13325583,13487.50755
Zambia,1992,8452275,8240.07098
Zimbabwe,1992,10682868,12387.47474
Afghanistan,1993,15095099,
Albania,1993,3227287,4424.01238
Algeria,1993,27786259,90578.86079
Andorra,1993,60971,1997.783177
Angola,1993,13403734,22176.97504
Antigua & Barbuda,1993,69938,752.92776
Argentina,1993,34110917,259675.535
Armenia,1993,3363098,2979.81509
Australia,1993,17667000,636606.2452
Austria,1993,7905633,275399.2646
Azerbaijan,1993,7495000,13195.35711
Bahamas,1993,271165,5508.765317
Bahrain,1993,536213,11913.53395
Bangladesh,1993,113695139,48469.31119
Barbados,1993,263089,3278.444159
Belarus,1993,10239000,26091.97332
Belgium,1993,10084475,338465.6987
Belize,1993,197616,703.0144255
Benin,1993,5521763,3445.324207
Bhutan,1993,523117,450.5051806
Bolivia,1993,7273825,10389.68231
Bosnia & Herzegovina,1993,4087999,
Botswana,1993,1494693,5994.89548
Brazil,1993,157132682,1261333.797
Brunei,1993,281751,10397.87275
Bulgaria,1993,8472313,30355.08048
Burkina Faso,1993,9552476,3305.515297
Burundi,1993,5771398,1772.531844
Cambodia,1993,9968275,3150.993337
Cameroon,1993,12758881,12775.80583
Canada,1993,28833410,1027867.182
Cape Verde,1993,369014,393.7624202
Central African Republic,1993,3181222,1286.508284
Chad,1993,6555603,3043.671393
Chile,1993,13882668,100608.4382
China,1993,1178440000,1179160.956
Colombia,1993,36195168,162805.2266
Comoros,1993,449274,379.2612224
Congo,1993,2648507,6888.737589
"Congo, Dem. Republic",1993,38833595,16407.3509
Cook Islands,1993,,
Costa Rica,1993,3341004,18238.76799
Cote d'Ivoire,1993,13622731,17693.805
Croatia,1993,4640000,
Cuba,1993,10794135,30058.70295
Cyprus,1993,818751,13616.05461
Czech Republic,1993,10329855,126824.1892
Denmark,1993,5188628,236891.5777
Djibouti,1993,618495,823.6313081
Dominica,1993,71210,337.7536139
Dominican Republic,1993,7611465,22178.75624
Ecuador,1993,10951202,41289.8241
Egypt,1993,61275601,97289.19451
El Salvador,1993,5474000,13549.96653
Equatorial Guinea,1993,470610,321.0332707
Eritrea,1993,3099047,1338.123428
Estonia,1993,1494128,
Ethiopia,1993,53532956,9561.448857
European Union (28),1993,477459284,11999200.58
Fiji,1993,755026,2248.091836
Finland,1993,5066447,150891.6783
France,1993,59106766,1945934.472
Gabon,1993,1031504,11315.37353
Gambia,1993,1008358,519.1138429
Georgia,1993,4911100,5202.379408
Germany,1993,81156363,2725474.628
Ghana,1993,15896432,13814.99412
Greece,1993,10460415,201924.3677
Grenada,1993,98305,452.7953422
Guatemala,1993,9938692,22459.12359
Guinea,1993,7163236,2776.260314
Guinea-Bissau,1993,1088569,673.2674868
Guyana,1993,753484,1352.581119
Haiti,1993,7530705,
Honduras,1993,5398805,8862.381778
Hungary,1993,10357523,88115.05806
Iceland,1993,263725,7781.441952
India,1993,924057817,520937.3057
Indonesia,1993,190879523,375674.5964
Iran,1993,58991218,235766.7941
Iraq,1993,19011917,44260.96934
Ireland,1993,3576261,89368.30188
Israel,1993,5261000,114542.3082
Italy,1993,56831821,1775635.204
Jamaica,1993,2488782,12097.35543
Japan,1993,124536000,4886459.717
Jordan,1993,4189431,10985.32294
Kazakhstan,1993,16330419,73692.97872
Kenya,1993,25754114,21979.47719
Kiribati,1993,75719,124.6069652
Korea (North),1993,21265834,
Korea (South),1993,44194628,454300.7679
Kuwait,1993,,58748.04361
Kyrgyzstan,1993,4516700,3228.369274
Laos,1993,4623280,2294.106358
Latvia,1993,2563290,
Lebanon,1993,2900854,17671.94926
Lesotho,1993,1700362,1295.067862
Liberia,1993,2000248,320.5573883
Libya,1993,4755289,
Liechtenstein,1993,29919,
Lithuania,1993,3682613,
Luxembourg,1993,397475,29015.57072
"Macedonia, FYR",1993,1984028,6240.880484
Madagascar,1993,12675460,5527.789241
Malawi,1993,9755857,3448.26338
Malaysia,1993,19494967,107224.5988
Maldives,1993,242000,
Mali,1993,9105472,4545.637484
Malta,1993,371308,4950.491921
Marshall Islands,1993,50048,141.2667933
Mauritania,1993,2199791,2269.540019
Mauritius,1993,1097374,4588.857101
Mexico,1993,90600453,696284.1781
Micronesia,1993,103934,273.5469563
Moldova,1993,3701000,
Mongolia,1993,2263200,3086.220541
Montenegro,1993,610170,
Morocco,1993,26237417,44994.67912
Mozambique,1993,14636995,2476.846449
Myanmar,1993,42209778,9255.924021
Namibia,1993,1559983,5665.204215
Nauru,1993,9719,
Nepal,1993,20321175,7701.968177
Netherlands,1993,15290368,559692.2003
New Zealand,1993,3572200,89421.82639
Nicaragua,1993,4426580,4707.378386
Niger,1993,8842415,2979.405607
Nigeria,1993,102761737,133430.0478
Niue,1993,,
Norway,1993,4311991,280777.9352
Oman,1993,2072111,32934.48531
Pakistan,1993,116749560,91974.61591
Palau,1993,16342,147.758872
Panama,1993,2629644,12412.03555
Papua New Guinea,1993,4651169,6450.05739
Paraguay,1993,4541902,12431.03826
Peru,1993,23184228,62587.27335
Philippines,1993,66650247,96286.13123
Poland,1993,38461408,224138.2913
Portugal,1993,9964675,172172.6364
Qatar,1993,501566,
Romania,1993,22763280,100047.6904
Russian Federation,1993,148520000,1047980.158
Rwanda,1993,6299909,2471.621385
Saint Kitts & Nevis,1993,41846,408.8002659
Saint Lucia,1993,143565,907.1979234
Saint Vincent & Grenadines,1993,108092,422.5611771
Samoa,1993,167207,385.8068814
Sao Tome & Principe,1993,121407,
Saudi Arabia,1993,17859750,346725.3097
Senegal,1993,8272170,6724.006598
Serbia,1993,7699307,
Seychelles,1993,72253,613.0877616
Sierra Leone,1993,4307299,1508.266625
Singapore,1993,3313471,86118.15182
Slovakia,1993,5325305,41493.31973
Slovenia,1993,1991746,
Solomon Islands,1993,339456,495.561574
Somalia,1993,7519811,
South Africa,1993,39619539,218601.3222
Spain,1993,39361262,894373.9424
Sri Lanka,1993,17728000,24061.73343
Sudan,1993,22535937,23746.49959
Suriname,1993,430039,2388.247353
Swaziland,1993,924025,2537.569693
Sweden,1993,8718561,307231.5748
Switzerland,1993,6938265,424346.3707
Syria,1993,13564167,
Tajikistan,1993,5594114,3722.298866
Tanzania,1993,28149328,12711.21678
Thailand,1993,58364891,179866.18
Togo,1993,4064926,1671.422127
Tonga,1993,95644,267.9165511
Trinidad & Tobago,1993,1244407,7953.959542
Tunisia,1993,8784888,20991.49825
Turkey,1993,56653729,416013.7128
Turkmenistan,1993,4010789,11263.29231
Tuvalu,1993,9156,23.77410642
Uganda,1993,19275422,6230.373873
Ukraine,1993,52179210,145974.9093
United Arab Emirates,1993,2207405,132738.3108
United Kingdom,1993,57718614,1667189.29
United States of America,1993,259919000,9637289.596
Uruguay,1993,3178155,24536.83954
Uzbekistan,1993,21942000,17661.95196
Vanuatu,1993,159814,400.9124502
Venezuela,1993,21263443,274222.3412
Vietnam,1993,69644500,36650.99973
World,1993,5541075501,39716601.13
Yemen,1993,14017239,14027.27307
Zambia,1993,8669168,8800.171187
Zimbabwe,1993,10905756,12517.7239
Afghanistan,1994,16172719,
Albania,1994,3207536,4791.205407
Algeria,1994,28362253,89763.65416
Andorra,1994,62677,2045.3941
Angola,1994,13841301,22953.16916
Antigua & Barbuda,1994,71719,803.1946867
Argentina,1994,34558115,274830.7204
Armenia,1994,3283660,3140.725188
Australia,1994,17855000,662399.0522
Austria,1994,7936118,282014.682
Azerbaijan,1994,7597000,10595.87176
Bahamas,1994,275895,5682.23172
Bahrain,1994,549588,11883.74994
Bangladesh,1994,116182267,50354.82868
Barbados,1994,264015,3344.013047
Belarus,1994,10227000,23039.21244
Belgium,1994,10115603,349387.8902
Belize,1994,201674,704.1247572
Benin,1994,5714220,3514.933553
Bhutan,1994,516503,472.8119612
Bolivia,1994,7418861,10874.59645
Bosnia & Herzegovina,1994,3948816,2758.501862
Botswana,1994,1532622,6212.385254
Brazil,1994,159705123,1328620.3
Brunei,1994,289525,10724.92717
Bulgaria,1994,8443591,30906.93925
Burkina Faso,1994,9816588,3348.983063
Burundi,1994,5871607,1704.643875
Cambodia,1994,10315376,3437.716858
Cameroon,1994,13109660,13039.42213
Canada,1994,29111906,1074054.133
Cape Verde,1994,379156,469.2964548
Central African Republic,1994,3267670,1349.546539
Chad,1994,6772133,3352.204942
Chile,1994,14091389,105669.2418
China,1994,1191835000,1333066.915
Colombia,1994,36823537,172306.2327
Comoros,1994,462277,359.2488136
Congo,1994,2722497,6510.334015
"Congo, Dem. Republic",1994,40273701,15767.46474
Cook Islands,1994,,
Costa Rica,1994,3425690,19057.1903
Cote d'Ivoire,1994,14083611,17837.33833
Croatia,1994,4650000,
Cuba,1994,10850585,30274.20282
Cyprus,1994,837110,14419.40167
Czech Republic,1994,10333587,130513.8974
Denmark,1994,5206180,249523.6995
Djibouti,1994,622366,815.9110614
Dominica,1994,71373,342.5879667
Dominican Republic,1994,7753052,22689.58986
Ecuador,1994,11196479,43048.04823
Egypt,1994,62495745,101154.6619
El Salvador,1994,5544945,14369.78929
Equatorial Guinea,1994,487140,374.5457786
Eritrea,1994,3085443,1622.092105
